date,query,user,label,tweet
"Oct 12, 2023 · 11:03 PM UTC",#stophamas,@radicalalert,0,Hamas are the terrorists here. #StopHamas
"Oct 12, 2023 · 11:27 PM UTC",#standwithisrael,@joannawischer,0,New Federal State of China #NFSC  stands with Israel.  #StandWithIsrael
"Oct 24, 2023 · 11:29 PM UTC",#israelunderattack,@RandStuffToday,0,"Israel unveils shocking footage of Hamas terror attacks, revealing the reality of their 'narrative battle'. Let the truth be known, not twisted. #IsraelUnderAttack #TruthNotPropaganda https://www.cbsnews.com/news/israel-video-of-hamas-terror-attacks-war-in-gaza/"
"Oct 23, 2023 · 4:59 PM UTC",#isupportisrael,@SebastianM1891,0,I’m not even Jewish but the barbarism of the Palestinians has caused me to become a Zionist. #ISupportIsrael
"Oct 9, 2023 · 11:36 PM UTC",#israelunderattack,@LakharamRa8855,0,In ICC tournaments all teams fight against each other to play the Final against New Zealand 👏🏻😂 #NZvsNED #NZvsNED #Israel #hamasattack #GazaUnderAttack #IsraelUnderAttack #Palestine #Gaza #Israel_under_attack #IsraelPalestineWar
"Oct 8, 2023 · 11:54 PM UTC",#indiastandswithisrael,@mi24g,0,Wow tragic... Love from India Brother #IndiaWithIsrael #IndiaStandWithIsrael #IndiaStandsWithIsrael
"Oct 13, 2023 · 4:31 PM UTC",#stopisrael,@Jihenhas,2,#FreeGaza #FreePalaestine #FreePalastine #IsraelTerrorists #StopIsrael
"Oct 20, 2023 · 10:19 PM UTC",#israelunderattack,@ABWYIF,0,#IsraelUnderAttack from inside #IsraelUnderFire #IsraelFightsBack #Israel #SpiderMan2 #Democrats #Netherlands #Austria #Australia
"Oct 15, 2023 · 12:42 PM UTC",#isupportisrael,@SatyamR87492958,0,🇮🇱💞🇮🇳  💪India strongly support Israel 💪 #IndiaStandsWithIsrael #Istandwithisreal #ISupportIsrael @IsraelinIndia @na
"Oct 12, 2023 · 11:44 PM UTC",#hamasattack,@ravipandey2643,2,BREAKING: One of the largest Israeli air raids so far is striking targets in Gaza in this very moment #Gazaisnomore #Istandwithisreal #GazaUnderAttack #hamasattack #Gaza #FreePalastine #Israel #IsraelPalestineWar #Palestina #indiastandwithIsrael #طوفان_الأقصى #เก๋ไก๋
"Oct 8, 2023 · 9:02 AM UTC",#indiaiswithisrael,@paul_kantijyoti,0,#IndiaStandWithIsrael #IndiaIsWithIsrael
"Oct 20, 2023 · 11:16 PM UTC",#hamasattack,@SupportofIsrael,0,"Here is a summary of the action we’ve taken collectively:   $208,769.93 raised by October 13th, 2023  $344,644.93 raised by October 20th, 2023  #AmYisraelChai #SupportIsrael #Israel #hamasattack"
"Oct 9, 2023 · 10:52 PM UTC",#standwithpalestine,@Xena_chronicle,2,You’re an Islamophobic right wing extremist happy to support the genocide of Palestinians and they are standing up for the rights of people who the world has left to the murderous brutality of the #IsraeliOccupation #standwithPalestine  Shame on you. 😡
"Oct 13, 2023 · 11:28 PM UTC",#standwithpalestine,@YousefBisher,2,#StandWithPalestine
"Oct 9, 2023 · 8:44 PM UTC",#isupportisrael,@DonDraper_NYC,0,When the Germans are supporting the Jewish Nation...  You know you are f'd #Hamas.   #IsraelAtWar #ISupportIsrael
"Oct 15, 2023 · 10:43 PM UTC",#standwithpalestine,@AhmedRa33966086,2,#StandWithPalestine 🇵🇸 #Gaza_under_attack ❤🇯🇴💪
"Oct 15, 2023 · 5:04 AM UTC",#stopisrael,@punpunqueen,2,#StopNetanyahu #StopGenocide #StopIsrael #ShameonUS #StopBombing #stopbiden #SaveGaza
"Oct 18, 2023 · 11:49 PM UTC",#standwithisrael,@ETEGriftless,0,🎯💩🤡👇🤣😂🤣#StandwithIsrael
"Oct 9, 2023 · 11:53 PM UTC",#freepalestine,@mguerrav,2,#FreePalestine    muerte al sionista
"Oct 15, 2023 · 6:49 PM UTC",#indiastandswithpalestine,@atherkh,2,Live now #Gaza #IndiaStandsWithPalestine https://x.com/i/spaces/1OwGWYlBMbexQ
"Oct 25, 2023 · 11:41 PM UTC",#israelpalestinewar,@JamesJJRyan,1,Which International News Station do you rely most on for information on the Middle East right now?  #IsraelPalestineWar
"Oct 25, 2023 · 5:23 PM UTC",#freepalestine,@spectatorindex,2,BREAKING: Netanyahu encourages Israeli citizens to carry arms
"Oct 23, 2023 · 10:22 PM UTC",#standwithpalestine,@Y_o_u_n_u__s,2,"The sorrowful sights in Palestine weigh heavy on our hearts, urging us to offer our support and compassion to those affected by the ongoing conflicts. 💔🇵🇸 #StandWithPalestine"
"Oct 10, 2023 · 11:17 PM UTC",#hamasterrorists,@VandeHindustan,0,#IsraelFightsTerror When #HamasTerrorists attacked #Isreal Muslims of the whole world celebrated including Indian Muslims now when Israel is showing them their real place Muslims r crying 😭 Islamophobia 📷Well done Israel📷🙌 Eradicate the terrorists.
"Oct 13, 2023 · 4:35 AM UTC",#stopisrael,@Tolga19231905,2,#StopIsrael
"Oct 13, 2023 · 7:37 PM UTC",#isupportisrael,@sweet_girl_nimo,0,#ISupportIsrael
"Oct 19, 2023 · 7:19 PM UTC",#indiastandswithpalestine,@mmujahid03,2,The damage in Gaza is way beyond what you see in media. #Israelrealterrorist @IsraeliPM @IsraelMFA @Israel @IDF @Israel_MOD #IndiaStandsWithPalestine 🇵🇸 #FreePalestine 🇵🇸
"Oct 8, 2023 · 11:53 PM UTC",#hamasattack,@ged324,2,Who are behind the Hamas militants? #Israel #hamasattack
"Oct 22, 2023 · 9:32 PM UTC",#hamasattack,@loupintaxi,2,"Yes it does, the same is also true for children who survived #hamasattack"
"Oct 21, 2023 · 9:50 PM UTC",#israelunderattack,@kattolikamente,0,La presidente della Sinagoga di Detroit è stata uccisa a coltellate. #IsraelUnderAttack https://www.cnn.com/2023/10/21/us/detroit-synagogue-president-killing/index.html
"Oct 20, 2023 · 10:44 PM UTC",#isupportpalestine,@UmarFarooqGL,2,I'm Umar and I support Patestine! 🇵🇸🇵🇸 #ISupportPalestine
"Oct 8, 2023 · 11:53 PM UTC",#indiastandswithisrael,@kunsethi,0,Always !!! #IndiaStandsWithIsrael #IndiaWithIsrael
"Oct 7, 2023 · 11:20 PM UTC",#hamasterrorists,@NightMare1252,0,where are those stupid famous celebrities who supported #Palestine now no one will come out and accept their mistakes that they chose the wrong side and they are at fault.  those celebrities are as much responsible as those territories are  #IndiaStandsWithIsrael #HamasTerrorists
"Oct 24, 2023 · 12:36 PM UTC",#hamasattack,@i24NEWS_EN,0,"Interrogation reveals Hamas told to torture civilians  Israel's Internal Security Agency (Shin Bet) and police release footage from their interrogations of Hamas terrorists who were captured following their deadly invasion into Israel on October 7 — their chilling answers reveal the depth planning that went into the attack, including incentives to kidnap children and elderly civilians"
"Oct 14, 2023 · 10:52 PM UTC",#hamasattack,@pakjustice,2,Its ironic that many of the Israelis who live in Kibutzim  system are critical of Natanyahu's government and favored two state solution; many were peace activists.  Yet the monster Hamas killed and kidnapped these people for just being Israelis and Jewish.  #hamasattack
"Oct 9, 2023 · 9:36 PM UTC",#indiaiswithisrael,@rohans84,0,I used to always wonder why the state of Israel couldn’t come to a 2 state solution like how India-Pakistan or Greece-Turkey did. I finally now understand why. #indiaiswithisrael
"Oct 22, 2023 · 11:57 PM UTC",#freepalestine,@Ghadoo_B7,2,#FreePalestine #GazaGenocides
"Oct 12, 2023 · 3:58 PM UTC",#isupportisrael,@IsraelBangalore,0,The Hamas terror organization is still attacking #Israel. Firing barrages of rockets at towns & cities.  @tammybenhaim tonight  at @CNNnews18 #IsraelUnderAttack #ISupportIsrael #StandWithIsrael
"Oct 21, 2023 · 9:16 PM UTC",#israelpalestinewar,@musheershaik007,2,"The situation is greatly unstable in Tel Aviv. The families of the hostages in Israel are demonstrating in the streets, demanding Netanyahu’s resignation.  #Gaza #gazagenocide #palestiniangenocide #Hamas #lebanon #raffah #ENGvsRSA"
"Oct 7, 2023 · 11:14 PM UTC",#indiastandswithisrael,@soucd1,0,#IndiaStandsWithIsrael
"Oct 16, 2023 · 11:50 PM UTC",#palestine,@malcolmx653459,2,🇵🇸 #Palestine || The Israeli air strikes against civilians in Gaza continues. 17.10.23 الاحتلال صواصل عدوانه على غزة
"Oct 9, 2023 · 11:59 PM UTC",#hamas,@LegrandMorro,1,#Israel needs #Hamas ' present as a pretext to occupy land in Palestine. In each situation we must ask ourselves who benefits from the crime!
"Oct 18, 2023 · 6:25 PM UTC",#isupportpalestine,@Rumeysa12999999,2,Bombing kids is not self defence   #GazaAttack #hospital #FreePalestine #ISupportPalestine
"Oct 26, 2023 · 10:53 PM UTC",#stopisrael,@mariafatimamarq,2,"UNITED STATES 🇺🇸, @POTUS @realDonaldTrump @KremlinRussia_E  stop Israel, @netanyahu stop this war. Or the war will cross the ocean. #StopIsrael #StopWar #StopExteminioPalestinians"
"Oct 20, 2023 · 11:25 PM UTC",#hamasterrorists,@sandycompany,0,Why are there still no global protests over Islamic Jihad bombing a Gaza hospital?????? Seriously! #PalestinianTerrorists #IsraelPalestineWar #Hamas #HamasWarCrimes #Lebanon #Antisemitism #Hezbollah #IRGCterrorists #HamasTerrorists #IslamicJihad
"Oct 19, 2023 · 8:05 PM UTC",#isupportpalestine,@amnasher6,2,#ISupportPalestine
"Oct 18, 2023 · 10:52 PM UTC",#standwithisrael,@briangriffin022,0,Mazel Tov! #StandWithIsrael 🇮🇱 #DestroyHamas
"Oct 17, 2023 · 2:24 PM UTC",#indiastandswithpalestine,@AhmedQu98832975,2,@abuasimazmi Thanks For Stand With Humanity #IndiaStandsWithPalestine#FreePalestine🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸
"Oct 13, 2023 · 6:07 PM UTC",#stopisrael,@Aadhil69,2,"#Rally isn't enough. We need to do more for our #Palestine brothers and sisters. Do more and let everyone know, so we can #participate. #FreePalestineHomeland #FreePalestine #banisrael #StopIsrael #IsraeliCrimes #facebook #instagram #threads don't restrict post as u doing that."
"Oct 23, 2023 · 11:39 PM UTC",#israelunderattack,@GaryKaltbaum,0,"So there are 1,700 lying, terror loving, anti-Semitic, Jew hating sociology professors. #Israelunderattack"
"Oct 25, 2023 · 11:02 PM UTC",#freepalestine,@Gazabibliophile,2,Israel just bombed the homes of two senior doctors in Gaza and killed their families. Full targeting of Palestinians and specific targeting of medical workers to kill more people.
"Oct 23, 2023 · 6:07 PM UTC",#indiastandswithpalestine,@MohdRashedFaraz,2,Protest Public Meeting At @aimim_national Headquarters Darussalam Against The Atrocities In Palestine By Israel.  #AIMIM #AsaduddinOwaisi #akbaruddinowaisi #freepalestine #palestinelivesmatter #gaza #palestine #IndiaStandswithPalestine #gazaunderattack #IStandwithPalestine #palestineandisrael #israelpalestineconflict #israel #israelites #palestinian #majlis #owaisi #india #hyderabad #telangana #trending #fullspeech #darussalam #live #livestream #aimimlive #mimlive #israeliwarcrime
"Oct 16, 2023 · 10:59 PM UTC",#israelunderattack,@WassamAdam,0,This is UNRWA's basic food supply center in #Gaza.   Israel just bombed it! #IsrealPalestineconflict #IsraelGazaWar #IsraelUnderAttack #IsraeliNewNazism
"Oct 15, 2023 · 8:35 AM UTC",#stophamas,@MJHartnel,0,Both Israel and Hamas are guilty. Instead of standing with nations or terrorists. I and we must stand with innocent people. #StopHazaraGenocide #StopHamas #IsrealPalestineconflict #StopTheWar #GazzeUnderAttack #IsrealFightsBack #PalestineLivesMatter #JewishLivesMatter
"Oct 24, 2023 · 11:59 PM UTC",#freepalestine,@DanielAgha,2,Yup... Still waiting for impartial evidence. Cue the emotional childish gibberish... we will wait.   #freePalestine
"Oct 25, 2023 · 8:49 PM UTC",#isupportisrael,@NemczovS,0,#ISupportIsrael
"Oct 10, 2023 · 4:10 PM UTC",#stopisrael,@sahouraxo,2,BREAKING: Israel is now dropping internationally-prohibited white phosphorus bombs on South Lebanon. White phosphorus burns and incinerates upon contact. Another blatant war crime committed with U.S. backing.
"Oct 13, 2023 · 10:22 PM UTC",#stopisrael,@FirstOfficerMax,2,#StopIsrael is the solution.
"Oct 9, 2023 · 8:02 PM UTC",#isupportisrael,@Johnnunezp,0,Honor y Gloria al pueblo de Israel. #ISupportIsrael
"Oct 14, 2023 · 12:44 PM UTC",#stopisrael,@ManuPineda,2,"📹🇵🇸 El apoyo de ""occidente"" a Israel es el apoyo a un genocidio. En #Gaza están asesinado a trabajadores de la ONU, periodistas, mujeres y niños...  ¿Cómo puede la #UE 🇪🇺 mirar a otro lado siendo cómplices del holocausto que se vive en Gaza?  #SOSGaza #GazaGenocide"
"Oct 14, 2023 · 9:46 AM UTC",#stopisrael,@Ottomanslapped,2,#israel #Palestine #warcrimes #crimeswar #phosphorebomb #press #minister #president #abd #europe #worldmuslim #stopisrael #stopsiyonizm #stop #genocidestop
"Oct 17, 2023 · 3:28 PM UTC",#isupportisrael,@3rangajay,0,#IndiaWithIsrael 🇮🇳🇮🇱  #ISupportIsrael
"Oct 26, 2023 · 6:45 PM UTC",#stophamas,@czechpussycat,0,"Thank you, @GretaThunberg you have changed your mind! #standwithisrael #stophamas #IsraelPalestineConflict #kidnappedfromisrael"
"Oct 21, 2023 · 1:54 AM UTC",#indiastandswithpalestine,@ManojSri9,2,#FreePalistine #PrayForPalestine #Mumbai #IndiaStandsWithPalestine Israil always stood by India and Philistine stood by OIC resolutions against India. Why should any Indian not stand with Israil?
"Oct 18, 2023 · 10:16 PM UTC",#israelpalestinewar,@WitnessnewsI,1,"#ısraelpalestinewar Putin Plans Gaza Attacks Counter With Iran, Syria; 'Israel-Hamas War Could Go Out Of Control' https://piped.video/watch?v=NSaY4k2CEZo"
"Oct 15, 2023 · 7:03 PM UTC",#indiastandswithisrael,@debdutta92,0,@Israel @IsraelMOPD @MOSSADil @IsraelinIndia @israelinMumbai @TimesofIsrael @indemtel @IsraelBangalore @HananyaNaftali @indianaftali   As always #IndiaStandsWithIsrael 🇮🇳🤝🇮🇱
"Oct 10, 2023 · 11:52 PM UTC",#freepalestine,@zeeshan68472581,2,An Israeli woman explains what happened to her & her children when #Hamas fighters entered her house! #طوفان_الاقصى_ #غزة_الآن #HamasMassacre #PalestineUnderAttack #HamasTerrorism #IsraelPalestineWar #GazaUnderAttack #HamasWarCrimes #FreePalestine
"Oct 13, 2023 · 11:17 PM UTC",#standwithisrael,@freeth1nks,0,Israel must stop terrorizing gaza. We stand against hamas terrorists and against israel war crimes. #StandAgainstTerror #standwithIsrael #FreePalaestine
"Oct 10, 2023 · 3:34 PM UTC",#indiastandswithpalestine,@Rahamathul17110,2,Our Ancestors stood with Palestine our leaders supported Palestine resistance. Only worst creatures will support Israel. From River to sea Palestine will be free. Long live Palestine resistance!  #IndiaStandsWithPalestine
"Oct 19, 2023 · 10:39 PM UTC",#stopisrael,@Rizzy_C,2,Words that echo through time #FreePalestine #FreeGaza #stopisrael #genocide
"Oct 14, 2023 · 11:37 PM UTC",#isupportisrael,@Pradeep40134163,0,#ISupportIsrael #HamasTerrorist
"Oct 9, 2023 · 11:56 PM UTC",#hamasterrorists,@cari513,0,Tanto #HamasTerrorists y #EstadoIsrael son unos TERRORISTAS.
"Oct 21, 2023 · 10:17 PM UTC",#standwithpalestine,@MHMcEachern,2,#BoycottStarbucks #BoycottAroma #StandWithPalestine
"Oct 14, 2023 · 3:47 PM UTC",#indiastandswithpalestine,@atherkh,2,Israel and the myth of 'Self Defence'  #Gazagenocide #StopGazaNakba #ZionismIsTerrorism #ZionistsAreTheRealTerrorists #IndiaStandsWithPalestine
"Oct 23, 2023 · 9:43 PM UTC",#hamasattack,@Mariez97638307,2,Now let me know what is his fault?  These are the kids that are being injured and killed by Israel.  More than 400 kid has been martyred from October 7th till today. Israel has no sense of humanity. #Israel #Gaza_Genocide #Hamas #hamasattack #Israel_under_attack #HamasisISIS
"Oct 7, 2023 · 11:57 PM UTC",#israelunderattack,@MaurPhalen,0,When will people stop fighting  over something that doesn't exist?#IsraelUnderAttack
"Oct 25, 2023 · 2:16 PM UTC",#stophamas,@la_posita,0,Mordechai Amir Z¨L  Nosotros recordamos  Que el mundo no se olvide  #StopTerrorism #StopHamas
"Oct 9, 2023 · 6:42 PM UTC",#indiaiswithisrael,@P19092183Mayank,2,Nepal 🇳🇵 Always support humanity like bharat 🙏 🇮🇳 We are always fight Against Terrorism #IsrealPalestineWar #HamasTerrorism #NepalwithIsreal #indiaiswithisrael #isrealwin #Israelunderattack
"Oct 21, 2023 · 11:48 PM UTC",#hamasterrorists,@theseeker287,0,#Antisemitism #Israel #Gaza #Israel_under_attack #Ukraine #Russia #HamasislSIS #HamasTerrorists #Palestine #WestBank #Gazabombing #IDF #aid #ceasefire #ceasefireInGazaNOW
"Oct 19, 2023 · 11:54 PM UTC",#hamas,@Achadpeace,2,"To the World, still ignorant about #HAMAS and the majority of the people of #Gaza who elected them, watch the first five minutes of this—at least. @redbrasco @coinabs  The IsraelGuys: Is Hamas worse than ISIS? https://piped.kavin.rocks/8ORA1j1milA?si=BNBe4NfTOR1d7fVA"
"Oct 10, 2023 · 5:56 PM UTC",#stophamas,@Scott_Wiener,0,Let’s be clear: The MAGA cult is supporting Jews at this moment b/c they hate Palestinians even more than they hate Jews.  But they’ll turn on the Jews in a heartbeat if the mother ship signals a moral panic that Jews are groomers who want to steal their children.  Eyes wide open
"Oct 26, 2023 · 10:06 PM UTC",#stophamas,@gentrywgevers,0,This is not true.   They want to destroy all the infidels.   #stophamas
"Oct 19, 2023 · 9:27 PM UTC",#indiastandswithisrael,@imalok08,0,as indian we stand with israel 🇮🇱🇮🇱🇮🇳🇮🇳  #IndiaStandsWithIsrael
